%
% N       RA           Dec      V
%        h m s      deg am as  mag
% 
 0252  00 54 17.6  -08 44 27  6.16 
 0253  00 55  5.2  +48 40 43  6.27 
 0254  00 53 37.9  -62 52 17  5.70 
 0255  00 54 58.0  +23 37 42  5.47 
 0256  00 55 14.7  +24 33 25  6.20 
 0257  00 56 12.9  +57 59 48  6.21 
 0258  00 56 55.6  +68 46 34  6.37 
 0259  00 55 58.5  +27 12 34  6.09 
 0260  00 55 42.4  -07 20 50  5.85 
 0261  00 56 42.5  +60 43 00  2.47 
 0262  00 56 39.8  +59 10 52  4.63 
 0263  00 56 47.1  +60 21 46  5.55 
 0264  00 56  1.5  -11 16 00  5.31 
 0265  00 55 55.5  -27 46 32  6.10 
 0266  00 56 45.2  +38 29 58  3.87 
 0267  00 55  0.3  -69 31 37  5.45 
 0268  00 57 12.4  +23 25 03  4.42 
 0269  00 57 39.7  +45 50 23  6.12 
 0270  00 58 31.1  +66 21 08  5.97 
 0271  00 57 50.2  +28 59 32  5.42 
 0272  00 58 14.2  +33 57 03  5.98 
 0273  00 57 54.5  +13 41 45  6.32 
 0274  00 58 18.9  +21 24 16  6.37 
 0275  01 00 31.0  +70 58 59  6.39 
 0276  00 58 43.9  -11 22 48  5.61 
 0277  00 58 36.4  -29 21 27  4.31 
 0278  00 58 22.4  -60 41 47  6.23 
 0279  01 00  3.4  +44 42 40  6.84 
 0280  01 00  3.6  +44 42 48  6.04 
 0281  00 59 49.7  +06 28 59  6.11 
 0282  01 08 44.7  +86 15 25  4.25 
 0283  01 33 50.4  +89 00 56  6.46 
 0284  01 02 18.4  +51 02 06  6.47 
 0285  01 01 18.3  -38 55 00  5.59 
 0286  01 03  1.5  +47 22 34  6.45 
 0287  01 02 54.3  +41 20 42  5.98 
 0288  01 02 49.1  +31 48 16  5.50 
 0289  01 03 37.0  +61 04 30  5.92 
 0290  01 02 26.4  -31 33 07  5.50 
 0291  01 02 56.6  +07 53 24  4.28 
 0292  01 02  1.8  -57 00 09  6.11 
 0293  01 03  2.6  -04 50 12  5.43 
 0294  01 04 19.6  +61 34 49  5.84 
 0295  01 04  2.4  +52 30 08  5.99 
 0296  01 02 49.2  -46 23 51  5.36 
 0297  01 03 17.6  -29 31 33  6.29 
 0298  01 03 49.0  +01 22 00  6.04 
 0299  01 04 46.8  +51 00 36  6.54 
 0300  01 04 27.6  +29 39 31  6.19 
 0301  01 02 42.9  -65 27 22  6.21 
 0302  01 04 36.4  +39 59 28  6.72 
 0303  01 16 13.5  +87 08 43  6.25 
 0304  01 04 52.6  +05 39 23  6.00 
 0305  01 05  5.4  +14 56 46  5.68 
 0306  01 06 22.8  +62 45 42  6.54 
 0307  01 05 40.9  +21 28 24  5.34 
 0308  01 05 41.7  +21 27 55  5.56 
 0309  01 09 12.3  +80 00 42  6.29 
 0310  01 05 49.2  +04 54 30  6.35 
 0311  01 05 51.4  +04 54 34  7.25 
 0312  01 05 36.8  -09 58 45  6.12 
 0313  01 07  0.2  +56 56 06  6.43 
 0314  01 06  5.1  -09 50 22  5.58 
 0315  01 07  9.5  +53 29 54  6.38 
 0316  01 06 33.6  +12 57 22  6.12 
 0317  01 06  7.7  -23 59 33  6.14 
 0318  01 08 16.4  +54 55 13  5.17 
 0319  01 06  5.0  -46 43 07  3.31 
 0320  01 06 26.5  -35 39 39  6.61 
 0321  01 08  0.9  +43 56 31  5.03 
 0322  01 07 13.1  -23 59 47  6.37 
 0323  01 08 33.3  +58 15 49  5.79 
 0324  01 08  1.3  +32 00 44  6.25 
 0325  01 07 57.2  +20 44 21  5.55 
 0326  01 07 46.2  -09 47 08  5.82 
 0327  01 08 22.2  +05 38 59  5.52 
 0328  01 07 47.9  -41 29 13  5.21 
 0329  01 07 18.7  -61 46 31  5.37 
 0330  01 12 16.7  +79 40 26  5.64 
 0331  01 08 35.4  -10 10 56  3.45 
 0332  01 09 30.2  +47 14 31  4.25 
 0333  01 10 39.3  +68 46 43  5.29 
 0334  01 09 43.9  +35 37 14  2.06 
 0335  01 08 23.1  -55 14 45  3.92 
 0336  01 09 49.2  +19 39 31  5.55 
 0337  01 10 18.8  +42 04 53  5.65 
 0338  01 10 19.4  +25 27 28  5.80 
 0339  01 11 25.6  +64 12 10  5.55 
 0340  01 11  6.2  +55 08 59  4.33 
 0341  01 10 11.5  +15 40 27  6.06 
 0342  01 11 41.4  +65 01 08  5.57 
 0343  01 10 12.0  -08 54 22  6.40 
 0344  01 10 33.6  +02 26 44  5.95 
 0345  01 11 10.3  +37 43 27  5.81 
 0346  01 11  6.8  +31 25 29  5.16 
 0347  01 10  7.4  -57 41 40  6.41 
 0348  01 11 27.2  +21 02 05  4.66 
 0349  01 11 39.6  +30 05 23  4.51 
 0350  01 11 43.5  -02 15 04  5.94 
 0351  01 13  9.9  +61 42 21  6.41 
 0352  01 12 34.0  +45 20 16  6.11 
 0353  01 12 59.5  +30 03 51  6.19 
 0354  01 16 30.7  +79 54 36  6.26 
 0355  01 12 23.4  -30 48 08  6.52 
 0356  01 12 45.4  -37 51 23  5.92 
 0357  01 13 44.9  +24 35 01  4.65 
 0358  01 13 43.9  +07 34 31  5.24 
 0359  01 13 45.3  +07 34 42  6.30 
 0360  01 14  5.0  +28 31 47  6.43 
 0361  01 14  7.6  +16 08 01  5.98 
 0362  01 16 12.1  +71 44 38  7.83 
 0363  01 14 24.0  -07 55 23  5.13 
 0364  01 14 42.4  +06 59 43  6.03 
 0365  01 14 49.2  -00 58 26  5.70 
 0366  01 16 24.5  +48 04 56  6.61 
 0367  01 15 11.1  -45 31 53  4.96 
 0368  01 16 18.8  +33 06 53  6.02 
 0369  01 17  5.1  +44 54 07  6.34 
 0370  01 16 36.3  -02 30 01  5.41 
 0371  01 17 24.1  +31 44 41  6.73 
 0372  01 20 19.5  +77 34 14  6.31 
 0373  01 18 10.2  +47 25 11  6.25 
 0374  01 15 46.1  -68 52 34  4.86 
 0375  01 17 48.0  +03 36 52  5.16 
 0376  01 18 47.0  +37 23 10  6.46 
 0377  01 17  3.6  -66 23 53  6.24 
 0378  01 21 59.1  +76 14 20  6.38 
 0379  01 20  4.9  +58 13 54  4.98 
 0380  01 19 28.0  +27 15 51  4.76 
 0381  01 21  5.2  +64 39 30  6.34 
 0382  01 19 48.3  -00 30 32  5.87 
 0383  01 23 46.8  +78 43 33  6.07 
 0384  01 20 34.5  -03 14 49  6.23 
 0385  01 20 27.8  -11 14 20  6.15 
 0386  01 21  7.4  +28 44 17  5.23 
 0387  01 22 20.4  +45 31 44  4.88 
 0388  01 23 21.6  +58 08 35  6.45 
 0389  01 22 37.0  +01 43 35  6.20 
 0390  01 22 34.8  -00 26 59  6.49 
 0391  01 22 30.5  -19 04 53  6.35 
 0392  01 23 40.6  +37 42 54  5.58 
 0393  01 23 37.5  +34 14 45  6.29 
 0394  01 23 24.9  +20 28 08  5.97 
 0395  01 25 46.5  +70 58 48  6.49 
 0396  01 25 56.0  +68 07 48  4.74 
 0397  01 23 31.0  -30 56 44  5.84 
 0398  01 24  2.5  -08 00 27  6.21 
 0399  01 24  1.4  -08 11 00  3.60 
 0400  01 25 49.0  +60 14 07  2.68 
 0401  01 24 20.6  -06 54 53  5.91 
 0402  01 24 39.8  -15 39 37  6.14 
 0403  01 24 48.7  -02 50 55  6.15 
 0404  01 25 35.7  +23 30 42  6.18 
 0405  01 24 40.8  -41 29 33  5.42 
 0406  01 26 18.6  +43 27 28  5.96 
 0407  01 26  8.7  +34 34 47  6.31 
 0408  01 24 41.9  -44 31 42  6.26 
 0409  01 25 37.2  -14 35 56  4.90 
 0410  01 26 15.3  +19 10 20  5.38 
 0411  01 26 41.7  +19 14 25  5.50 
