%
%  RA        Dec        V1     V2       P     units   a    units
% h m s    deg am as   mag    mag
%                                            d = days      a = arcseconds
%                                            y = years     m = milliarcseconds
%                                            c = centuries
%
015845.87 -613411.7    2.90   --      605.9628   d  21.66    m
020052.92 -434951.4    8.63   9.64    640.       y   1.07    a
020157.55 +705425.4    4.65   6.74     60.55     y   0.628   a
020202.80 +024549.5    4.10   5.17    933.05     y   4.0     a
020212.83 +364301.6    8.7    8.9      12.94     y   0.150   a
020212.83 +364301.6    8.29  11.19    310.51     y   1.790   a
020339.26 +255607.6    5.82   7.87    325.       y   1.39    a
020353.92 +421947.5    5.1    6.3      63.67     y   0.302   a
020507.05 +771653.2    5.28   --     1616.2692   d  39.32    m
020842.28 -100518.9    9.30  10.53    475.       y   1.32    a
020932.52 +345914.6    3.00   --       31.387    d   8.02    m
021222.28 +301811.0    4.95   --        --           0.0021  a
021300.01 +085048.3    4.34   --     1642.1000   d   4.52    m
021336.02 +510358.4    5.31   --     1650.0000   d  16.75    m
021402.53 +472903.8    6.56   7.21    144.       y   0.896   a
021429.10 +663128.0    6.4    7.6      32.8      y   0.078   a
021528.69 +523040.0    6.96   --     1385.0      d   5.1     m
021542.83 +250235.7    6.40   6.48     23.70     y   0.2353  a
021546.17 -181416.3    8.49   9.25    225.       y   2.0     a
021553.47 +063735.3    9.84   9.79     34.66     y   0.346   a
021702.42 +341329.4    4.85   --       10.0200   d   9.80    m
021723.00 +612106.5    8.74   9.40    139.868    y   0.510   a
021801.23 +014524.8    5.58   --       93.5000   d   5.55    m
021810.12 +391940.1    9.69  10.30    193.3      y   0.310   a
021920.24 +533820.8    9.34  11.02   1282.73     y   0.825   a
021920.79 -025837.4    8.5   10.4     497.88     y   0.800   a
021947.95 -352644.1    9.01   9.12    352.       y   1.846   a
022010.42 +294842.4    9.31   8.94    180.0      y   0.382   a
022103.67 +424627.1    9.55   9.83    318.       y   0.94    a
022111.45 +213521.4   10.74  11.21    125.0      y   0.355   a
022232.42 -234858.7    5.19   --       26.5      y   0.54    a
022232.42 -234858.7    5.19   --       26.5      y   0.85    a
022304.70 +702035.6    8.42   8.70    161.259    y   0.587   a
022314.59 -295208.7    7.60   7.97    560.       y   2.15    a
022433.71 -405026.6    6.18   --      142.3      d   8.09    m
022540.09 +613258.8    7.51   8.16    836.0      y   0.795   a
022601.55 +054646.0    7.95   --     3600.       d  84.4     m
022609.51 +342810.5    8.70   9.14      6.85     y   0.100   a
022745.81 +042553.6    9.45   9.63     25.32     y   0.559   a
022846.18 +321533.3   10.13  10.84     24.07     y   0.361   a
022848.54 +295553.7    5.91   --        9.0      y   0.020   a
022903.99 +672408.6    4.63   8.48     47.05     y   0.417   a
022903.99 +672408.6    4.63   6.92    620.       y   2.88    a
022903.99 +672408.6    4.46   8.7       --           --       
023149.08 +891550.7    2.3    4.3      29.52     y   0.128   a
023252.66 +343232.8    5.85   --      603.8785   d   6.29    m
023318.90 +521832.3    7.11   8.03    297.72     y   0.295   a
023353.34 +493022.5    8.0    --     2332.       d  33.      m
023354.62 -510536.6    6.25   --      920.       d  16.      m
023354.62 -510536.6    6.25   --      974.       d  13.      m
023532.53 +594733.1    8.93   --      979.       d  34.      m
023532.53 +594733.1    8.93   --     1028.       d  16.      m
023603.83 +065300.1    5.83  11.66     61.       y   0.171   a
023637.75 +122652.2    5.68   5.78      1.924    y   0.119   a
023708.60 -111151.4    8.53   9.18    159.       y   0.66    a
023724.26 -523235.1    5.30   --     1148.       d  24.      m
023724.26 -523235.1    5.30   --     1247.       d  25.      m
023755.14 +200309.7    9.48   9.34    160.       y   0.252   a
023755.14 +200309.7    9.48   9.34    270.       y   0.507   a
023813.90 +460403.0    8.9    9.0     105.89     y   0.527   a
023825.25 -012431.0    8.49  10.19    915.       y   0.60    a
023933.73 -115217.7    5.22   6.50      2.654    y   0.107   a
023937.94 -542500.7    9.52   9.94    250.       y   0.79    a
023951.75 +000848.1    8.6    8.6      17.92     y   0.138   a
024031.49 -240807.5    8.15   8.68    212.56     y   0.523   a
024042.23 +263720.3    7.90   9.04    289.2      y   0.886   a
024128.89 +405250.8    8.7    8.7      22.18     y   0.124   a
024214.93 +401139.8    4.91   --      330.98209  d  53.18    m
024219.72 +492458.5    9.22   9.52    175.       y   0.222   a
024221.92 +200041.7    5.69   6.2       8.845    y   0.0563  a
024320.65 +192545.4    8.30   --     1214.0000   d  31.24    m
024326.47 -664250.6    6.51   8.19     36.       y   0.29    a
024327.11 +274225.8    4.64   --      490.0000   d   6.52    m
024411.69 +491343.2    4.12  10.0    2720.       y  22.289   a
024414.51 -252943.9    7.0    --       27.02     y   0.267   a
024544.77 -394301.8    7.79   --      861.       d  11.      m
024544.77 -394301.8    7.79   --      862.       d  10.      m
024559.59 -045723.3    7.73   9.64    634.52     y   1.342   a
024559.59 -045723.3    7.53   9.39     36.00     y   0.080   a
024727.35 +192220.0    7.52   8.25    720.       y   2.913   a
024747.63 +812655.2    5.79   --     2018.       d   8.12    m
024808.97 +270408.2    7.6    --       15.5      y   0.039   a
025111.57 +014049.5    9.9   10.6     162.10     y   0.471   a
025139.15 +455848.2    8.97  10.72    171.5      y   0.550   a
025142.73 -523333.2    8.79   9.71     65.0      y   0.280   a
025342.58 +382015.6    5.79   6.80     31.528    y   0.221   a
025415.46 +524545.0    3.95   7.5       4.150    y   0.050   a
025538.89 +265225.3    7.68  10.02      --           --       
025611.32 +725310.4    8.16   8.92   2037.66     y   3.880   a
025714.69 -245809.9    8.06   8.20    164.40     y   1.274   a
025714.90 +015315.3    8.28   8.62    115.8      y   0.615   a
025835.99 +240801.7    8.30   8.35    440.       y   0.343   a
025853.05 +213704.0    7.47   7.45    241.903    y   0.442   a
030020.37 -111739.3    9.7    9.7      68.0      y   0.22    a
030037.99 +475306.4    8.10   9.68    105.48     y   0.159   a
030122.67 +061457.6    9.52   9.97     13.89     y   0.111   a
030215.51 +181945.6   10.54  10.41    256.       y   0.432   a
030328.58 +230341.3    7.38   9.10      5.91     y   0.110   a
030447.79 +533023.2    2.93   4.4      14.593    y   0.1439  a
030526.69 +251518.7    6.21   6.19    227.       y   0.470   a
030810.13 +405720.3    2.12   4.6     680.05     d  94.61    m
030931.15 +454401.2   10.32  12.50     28.31     y   0.569   a
030936.30 +051210.6    8.58   9.20     54.455    y   0.261   a
031204.28 -285920.8    3.98   7.19    269.       y   4.0     a
031209.54 +371304.2    8.02   8.29    871.       y   3.66    a
031225.68 -442510.8    6.42   7.36     45.2      y   0.41    a
031239.10 +713320.7    8.43   8.46    310.06     y   1.010   a
031246.32 -011145.4    5.06  11.0    1420.       y   6.77    a
031402.84 +004421.8    8.14   8.17    790.       y   1.308   a
031507.58 +161812.9    9.4    9.9     100.5      y   0.442   a
031731.54 +653930.1    7.06   7.40    350.       y   0.458   a
031743.94 +383821.5    7.73   8.50    113.5      y   0.53    a
031822.10 -223040.1    6.57   5.32    112.4      y   0.327   a
031822.28 -005548.5    5.60   7.97    282.42     y   0.978   a
031827.14 +151041.1    7.41   --     3089.4      d  21.9     m
031852.80 -010109.7   10.28  10.38    220.58     y   0.45    a
032143.84 +084523.5    9.02   9.81    520.754    y   0.9424  a
032335.23 -400435.4    6.8   11.0     111.       y   1.8     a
032424.73 -153913.8    8.4    8.4      25.       y   0.148   a
032608.81 +122854.7    8.82  10.38    105.627    y   0.3349  a
032703.20 +184523.6    6.57   --       19.757    y   0.0886  a
032752.07 -194818.8    8.39   --      503.3852   d  19.37    m
032823.56 +601520.6    6.73   8.29    231.0      y   0.38    a
033052.37 +125612.1    4.14   --      960.0000   d   4.25    m
033059.31 +293649.3    9.64  10.24    291.70     y   0.45    a
033204.86 +434012.6    8.7    8.9       9.15     y   0.144   a
033341.23 +575207.1    6.36   6.6      14.47     y   0.120   a
033356.81 -310449.1    6.69   7.63     19.13     y   0.236   a
033412.95 +483703.1    7.4   11.9     400.22     y   2.861   a
033426.62 +242752.1    6.60   6.86    522.16     y   0.625   a
033501.04 +600229.0    6.79   7.97    244.52     y   1.052   a
033609.36 +422023.2    8.84   9.54    153.0      y   0.56    a
033647.31 +003517.4    6.00   8.90   2101.       y   8.023   a
033728.02 +310712.6    7.01   --      717.1133   d   8.79    m
033857.34 +423219.0    6.95   --     1091.       d  14.      m
033857.34 +423219.0    6.95   --     1119.       d  15.      m
034012.48 -193534.3    6.93   --      706.5027   d   3.51    m
034209.35 +631300.3    5.12   --      596.2      d   2.30    m
034215.90 +314049.5    9.0    9.0      36.52     y   0.167   a
034236.96 +171736.3    7.09   --     1000.6828   d  32.12    m
034400.54 +522807.8   10.07  10.38    265.       y   0.32    a
034411.55 -644825.5    3.85   --     1911.5000   d  27.10    m
034448.83 +460209.0    7.8   10.5      13.877    y   0.2574  a
034512.49 +242802.1    4.6    6.1       2.02     y   0.055   a
034523.92 -275146.2    8.39  11.12    425.0      y   2.761   a
034616.00 +241123.5    8.13   9.39   1421.57     y   1.930   a
034722.88 +225520.0    8.20   --      980.5113   d   5.88    m
034801.34 +684036.8   11.58  12.08     44.21     y   0.44    a
034822.94 +520216.9    9.54   9.53     68.7      y   0.325   a
034851.57 +114231.7    8.54  10.00    192.       y   0.434   a
034856.52 +644454.5    8.06   9.05    187.5      y   0.384   a
034908.12 +435746.9    5.96   --     1318.1971   d   9.55    m
034909.73 +240312.7    3.84   5.46    290.984    d  13.08    m
034924.67 -195608.1   10.0   10.0     105.42     y   0.200   a
034936.62 +631749.6    6.31   7.11     10.18     y   0.102   a
035004.45 +445804.5    6.2    7.5     962.8000   d   7.43    m
035018.91 +253446.7    5.73   6.52     61.00     y   0.411   a
035120.24 +262113.6    9.4    9.4     291.60     y   0.284   a
035343.68 +531623.5    8.62   9.46     56.39     y   0.282   a
035427.09 +051128.2    9.38  10.35    234.70     y   0.208   a
035728.81 -010932.8    8.21  11.45   3200.0      y  11.1     a
035900.26 +094654.5    8.96   9.05    385.26     y   0.849   a
035936.87 -101922.5    8.83   9.30     94.5      y   0.26    a
040009.39 +081818.9    9.6    9.7     169.       y   0.371   a
040047.29 +050458.2    9.38   9.48     44.00     y   0.104   a
040203.44 -342855.7    7.26   7.94    281.831    y   1.853   a
040221.85 -283151.1    8.28   8.71    160.57     y   0.500   a
040406.99 +393035.8    7.38   9.35    440.       y   2.14    a
040421.67 +240621.7    5.47   5.5       7.9412   y   0.0289  a
040616.41 +195228.5    8.9    9.1      30.68     y   0.079   a
040625.51 +432507.1    8.16   8.27    109.5      y   0.396   a
040700.63 -100000.4    7.29   8.60     21.33     y   0.223   a
040702.31 +393424.9    9.3    9.3     192.       y   0.25    a
040734.35 +380428.3    7.32   9.69    590.       y   3.870   a
040854.31 +291126.7    8.8    9.6      60.       y   0.28    a
040854.55 +461340.2    7.87   8.50    158.245    y   0.2814  a
040908.56 +283835.0    9.07   9.15    296.       y   0.691   a
040918.92 -202458.7    9.7    9.7     154.44     y   0.337   a
040920.48 -075544.5    7.85   8.22    125.8      y   0.255   a
040959.09 +423505.0    8.9    8.9     101.9      y   0.197   a
041002.79 +804155.2    5.62   6.32    372.42     y   0.860   a
041044.48 -045228.2    8.3    8.3      40.26     y   0.19    a
041156.22 +233810.7    9.68  11.79     28.77     y   0.231   a
041216.47 +093900.5    8.3    8.8     185.       y   0.510   a
041258.94 +523640.7  <13.2  >15.4       2.04     y   0.0731  a
041314.00 +225731.7    9.82  10.05    290.42     y   0.253   a
041333.11 +074257.7    6.0    6.1       7.1788   y   0.1355  a
041409.55 -460756.0    8.48   7.19     18.562    y   0.3088  a
041409.55 -460756.0    8.48   7.19     36.1      y   0.29    a
041412.92 +281212.5   10.59   --      125.0      y   0.249   a
041449.28 +281230.6   15.40   --      194.0      y   0.219   a
041509.48 -042505.1    9.39   --      669.       d  21.      m
041509.48 -042505.1    9.39   --      662.       d  21.      m
041453.86 +482433.7    4.18   --        0.778    y   0.0188  a
041521.78 -073929.2    9.52  11.17    252.1      y   6.943   a
041555.72 +314135.5    8.04   8.22    187.925    y   0.549   a
041620.92 -605654.8    6.83   7.55    480.       y   0.890   a
041701.22 +194033.4    7.38   9.06     63.3      y   0.358   a
041755.71 +584726.8    7.37   8.70    343.       y   0.535   a
041814.55 +224824.9    8.26   8.45    222.18     y   0.581   a
041814.58 +501744.3    4.60   --      701.7600   d   5.09    m
041823.14 +213445.8    5.60   8.1      11.35     y   0.1329  a
041954.78 +163121.6    7.26   8.62     89.7      y   0.59    a
042028.91 -011858.8    7.59   7.63     55.5      y   0.233   a
042052.72 +135151.9    6.16   --        3.05911  d   1.26    m
042131.29 -254342.4    7.26   6.56     81.025    y   0.480   a
042159.37 +193206.0 B  --     --       33.06     y   0.104   a
042202.14 +265731.2   14.1   16.8     271.0      y   0.272   a
042244.10 +150322.1    7.31   8.63    241.       y   1.16    a
042316.83 +112240.8    6.95   8.29   1128.00     y   2.040   a
042322.79 +193931.5    9.37   --      590.6000   d   7.60    m
042351.84 +092739.5    5.8    5.9      54.77     y   0.188   a
042537.25 +155627.9    7.74   7.00      6.28     y   0.105   a
042551.66 +185150.9    8.09   8.89     27.4      y   0.259   a
042612.37 +354422.2   10.00   9.97    287.0      y   0.42    a
042614.99 +344257.8    9.32   9.00     83.30     y   0.242   a
042656.93 -240452.6    6.67   7.09    596.45     y   1.029   a
042702.79 +254222.6   11.0   11.5      92.8      y   0.137   a
042728.77 +111244.4    6.07   7.94    160.59     y   0.401   a
042731.68 -242725.9    8.51   9.48    183.       y   0.560   a
042834.43 +155744.0    3.84   7.3      16.26     y   0.2178  a
042839.67 +155215.4    3.40   --      140.72816  d   0.0186  a
042859.72 +160933.0    6.85   8.38     40.7      y   0.39    a
042920.49 +173242.0    7.01   --      238.9      d  11.5     m
042929.71 +261653.3   16.4    --      242.00     y   0.180   a
043008.53 +153816.4    5.70   8.12    180.0      y   1.00    a
043053.25 +590146.9   11.1    --       23.       y   0.070   a
043137.04 +174235.5    9.52   --      844.6000   d  13.38    m
043230.32 +173140.3   13.0    --      196.6      y   0.258   a
043350.86 +145040.2    4.66   --      105.3640   d   2.41    m
043358.48 +150949.3    8.93  10.20     14.05     y   0.148   a
043359.72 -550242.0    3.62   4.57     12.1      y   0.18    a
043453.17 +390831.0    9.50  10.08     52.19     y   0.355   a
043524.09 +853137.2    6.57   --     1031.       d  20.      m
043524.09 +853137.2    6.57   --     1044.       d  20.      m
043539.23 +100939.3    4.44   6.61     18.05     y   0.241   a
043609.34 +081332.8    8.37   8.91    128.58     y   0.222   a
043624.76 +341233.3   10.21   9.96     59.25     y   0.176   a
043641.43 +411553.5    4.25   --       28.80     y   0.051   a
043642.57 +192935.1    9.00   9.28    475.       y   1.97    a
043649.17 -173300.7   10.1   10.1      83.39     y   0.232   a
043726.28 -095101.2    9.25   9.88    159.41     y   0.354   a
043731.98 +150847.2    7.54   --       72.33     y   0.543   a
043810.87 -141812.9    4.02   6.95     77.4      y   0.7069  a
043930.99 +340745.0   10.07  11.36    165.5      y   0.385   a
043931.59 -450724.4    9.45  10.23     32.       y   0.29    a
043958.03 +532823.7    7.35   5.86     26.65     y   0.174   a
