%
%  no - oznaczenie gwiazdy
%  V - jasno"s"c w filtrze V
%  I - jasno"s"c w filtrze I
%  err_V - b"l"ad jasno"sci V
%  N_V - ilo"s"c obserwacji w filtrze V
%  N_I - ilo"s"c obserwacji w filtrze I
%  x - wsp"o"lrz"edna x na obrazie CCD (po"lno"c to -x) 
%  y - wsp"o"lrz"edna y na obrazie CCD (wsch"od to +y)
%
%  no    V       I    err_V   N_V N_I     x       y 
%       mag     mag    mag               
%
 2162 19.4818 17.6040 0.0089 1439 623   39.30  981.19 
 2164 18.7473 17.6065 0.0067 1018 333   60.33   10.28 
 2165 19.3865 17.6270 0.0057 1773 679  357.06  919.85 
 2166 19.2278 17.6486 0.0052 1788 667  465.42  318.37 
 2168 19.2673 17.6420 0.0047 1784 661  450.52  769.25 
 2169 19.5256 17.6508 0.0066 1657 646  349.47  798.25 
 2170 19.2475 17.6322 0.0055 1763 655  443.11  845.10 
 2171 19.1438 17.6201 0.0058 1725 656  492.90  556.80 
 2172 19.8312 17.6310 0.0077 1560 665  638.53  855.02 
 2173 19.3203 17.5558 0.0067 1685 664  598.47  413.71 
 2174 19.1617 17.6101 0.0055 1722 651  444.89  514.25 
 2175 19.1617 17.5959 0.0067 1397 559  150.54  201.36 
 2177 19.6069 17.6322 0.0060 1739 661   79.29   57.17 
 2178 19.1580 17.6317 0.0070 1678 631  523.67  528.86 
 2179 19.4441 17.6687 0.0061 1785 655  221.09  944.57 
 2180 19.1842 17.6267 0.0064 1358 554   20.48  585.96 
 2181 19.5870 17.6421 0.0064 1661 646  909.62 1236.04 
 2182 19.1523 17.6588 0.0046 1783 651  345.85  552.08 
 2183 19.1949 17.6258 0.0048 1796 661  386.15  335.64 
 2184 19.0585 17.5723 0.0048 1803 674  164.49  102.89 
 2185 19.3136 17.6292 0.0056 1794 662  262.89 1133.48 
 2186 19.2266 17.6663 0.0053 1723 657 1137.81  447.46 
 2189 19.6997 17.6416 0.0064 1688 659 1110.43  372.26 
 2190 19.3173 17.6346 0.0081 1629 632  489.76  723.71 
 2191 19.2583 17.6780 0.0055 1787 665 1098.58  761.64 
 2192 19.4559 17.6224 0.0067 1612 628  602.50  664.97 
 2193 19.5048 17.6587 0.0058 1721 666 1031.14  989.48 
 2194 19.3188 17.6361 0.0059 1748 669  388.80  739.48 
 2195 19.4165 17.6154 0.0062 1700 666  604.64  655.53 
 2196 19.2637 17.6620 0.0049 1791 663   95.89  459.97 
 2197 19.3082 17.6850 0.0065 1780 659  135.17  716.43 
 2198 19.7429 17.6343 0.0073 1603 662  244.25 1173.47 
 2199 19.1765 17.6551 0.0051 1753 654   62.33  368.97 
 2200 19.3161 17.6419 0.0054 1728 658 1109.97  625.89 
 2201 19.2241 17.6732 0.0052 1779 669  519.88  677.07 
 2202 19.2010 17.6688 0.0048 1785 668  992.93  325.34 
 2203 19.2849 17.6385 0.0059 1715 662  692.67  616.47 
 2204 19.5640 17.6539 0.0058 1744 657  282.24  652.20 
 2205 19.1390 17.6020 0.0053 1506 662  315.93   70.29 
 2206 19.3213 17.6416 0.0053 1787 670  719.71  771.75 
 2207 19.2467 17.6468 0.0053 1750 652  656.20  483.64 
 2208 19.1855 17.6279 0.0048 1804 647  875.21  331.10 
 2209 19.6415 17.6631 0.0069 1525 615  167.22  435.84 
 2210 19.5320 17.6669 0.0060 1756 661  489.42  895.82 
 2211 19.2185 17.6669 0.0050 1795 662  957.59  413.54 
 2213 19.3718 17.6561 0.0056 1777 667  456.43  324.38 
 2214 19.4720 17.6943 0.0059 1730 662  491.08  847.10 
 2215 19.3125 17.6430 0.0057 1795 654  487.95 1115.86 
 2216 19.4081 17.6667 0.0054 1736 660  712.51  749.39 
 2217 19.5646 17.6651 0.0063 1717 669  206.17  903.36 
 2218 19.2238 17.6906 0.0075 1663 636  417.89  495.73 
 2219 19.4031 17.7255 0.0059 1792 673   35.41  356.00 
 2221 19.2881 17.6674 0.0092 1490 625  488.20  502.48 
 2222 19.2704 17.6898 0.0051 1804 678  639.33  113.23 
 2223 19.3032 17.7089 0.0057 1777 655   32.67  300.49 
 2224 19.2457 17.6674 0.0052 1766 664  283.98  335.91 
 2225 19.5007 17.7015 0.0061 1732 656  695.12   90.62 
 2226 19.2357 17.6595 0.0054 1690 630  374.14 1241.67 
 2227 19.4876 17.6623 0.0077 1616 660  291.53  810.02 
 2228 19.3189 17.6836 0.0099 1437 612  734.67  600.32 
 2229 19.4452 17.6824 0.0057 1747 668  446.21  943.44 
 2230 19.4872 17.6951 0.0060 1773 668  215.68  789.73 
 2232 19.4869 17.7216 0.0061 1754 662  192.34 1186.11 
 2234 19.3622 17.6829 0.0059 1749 654  622.48  593.57 
 2236 19.3750 17.6275 0.0068 1316 526  868.10  751.87 
 2238 19.2853 17.6838 0.0092 1622 612  982.46  979.51 
 2239 19.3329 17.6971 0.0063 1369 557 1151.39  327.69 
 2240 19.3739 17.6770 0.0051 1770 668  308.77  386.36 
 2241 19.4572 17.6772 0.0070 1717 621  499.24  539.31 
 2243 19.2655 17.7016 0.0066 1730 656  619.46  298.07 
 2244 19.1574 17.6827 0.0050 1746 674  421.97   52.94 
 2247 19.4060 17.6897 0.0057 1766 676  344.91  808.66 
 2248 19.2446 17.6856 0.0051 1800 663  367.90  579.53 
 2249 19.1128 17.6899 0.0052 1771 655  332.23   77.75 
 2250 19.4419 17.6822 0.0058 1770 666  253.21 1065.18 
 2253 19.3212 17.6941 0.0055 1768 661  481.46  511.98 
 2254 19.5644 17.6875 0.0074 1624 652  706.24 1176.98 
 2255 19.3094 17.7060 0.0072 1523 621   19.36  573.44 
 2257 19.2125 17.6803 0.0054 1775 647  628.13  125.32 
 2258 19.3591 17.7590 0.0060 1752 664 1110.80 1029.85 
 2259 19.4010 17.6997 0.0058 1749 651  584.23  660.40 
 2260 19.4516 17.7044 0.0064 1731 646  549.67 1227.61 
 2261 19.3843 17.7270 0.0058 1779 672  207.11 1077.60 
 2263 19.4149 17.7059 0.0055 1768 668 1018.33  460.68 
 2264 19.3452 17.7197 0.0054 1773 665  455.68  994.97 
 2265 19.7704 17.6882 0.0074 1670 672  423.73 1013.21 
 2266 19.2219 17.7026 0.0054 1738 656  682.80 1219.67 
 2268 19.4186 17.7057 0.0059 1773 662  394.12  957.16 
 2270 19.5776 17.7203 0.0061 1709 659  772.04  673.93 
 2272 19.3038 17.7174 0.0072 1549 624 1141.72  913.43 
 2273 19.4371 17.7187 0.0098 1580 603  631.59  608.08 
 2274 19.5156 17.6819 0.0072 1688 651  516.14 1113.66 
 2276 19.3068 17.6972 0.0057 1763 664  578.49  601.62 
 2277 19.8495 17.7317 0.0075 1596 670   63.79 1076.63 
 2278 19.2706 17.7205 0.0053 1756 660  138.07  361.15 
 2279 19.5010 17.7092 0.0061 1759 662 1079.26  647.90 
 2280 19.4892 17.7066 0.0057 1750 668  246.17  266.52 
 2281 19.4165 17.7302 0.0068 1787 671  487.71 1074.25 
 2282 19.4588 17.7112 0.0069 1652 658  197.34  689.90 
 2284 19.3081 17.6729 0.0057 1783 658 1056.49   65.89 
 2285 19.3692 17.7211 0.0050 1766 649  383.71  374.24 
 2286 19.5006 17.7065 0.0063 1757 663  153.05 1076.76 
 2287 19.4559 17.7384 0.0060 1762 655  601.95  962.64 
 2288 19.5386 17.7098 0.0062 1752 665  136.11 1189.79 
 2289 19.5118 17.6550 0.0061 1761 617  320.54  947.89 
 2290 19.2973 17.7235 0.0051 1788 665  462.68  265.99 
 2291 19.3426 17.7437 0.0060 1717 646  106.21  519.27 
 2292 19.4984 17.7280 0.0075 1679 637  165.93  962.89 
 2294 19.2512 17.7134 0.0066 1652 639  662.93  428.67 
 2295 19.7255 17.7375 0.0069 1661 667 1031.05  477.61 
 2296 19.1211 17.7002 0.0054 1793 665  367.83  183.10 
 2297 19.2801 17.6808 0.0065 1802 654  769.99   91.96 
 2298 19.5043 17.7151 0.0058 1744 655  768.57  899.33 
 2299 19.2126 17.7347 0.0051 1799 669  171.37  189.71 
 2300 19.2993 17.6416 0.0055 1760 654  975.38  511.28 
 2302 19.5240 17.7183 0.0071 1611 647  880.95  983.25 
 2303 19.3143 17.7680 0.0055 1791 672  144.97  845.70 
 2304 19.6612 17.7110 0.0068 1652 664  746.26 1205.79 
 2305 19.2266 17.7401 0.0047 1767 663  134.05   50.53 
 2306 19.5879 17.7142 0.0066 1643 647   74.41  346.90 
 2307 19.2667 17.7605 0.0063 1779 656 1077.01  780.38 
 2308 19.6265 17.7298 0.0063 1722 657  954.89  474.27 
 2310 19.1473 17.7510 0.0052 1790 652  585.22  330.03 
 2311 19.4495 17.7489 0.0058 1749 660 1116.08  495.45 
 2312 19.6007 17.7151 0.0066 1719 664  846.73  670.33 
 2313 20.0353 17.7354 0.0086 1520 665 1037.47  114.47 
 2314 19.1896 17.7238 0.0049 1804 665  186.72  237.34 
 2315 19.3912 17.7343 0.0062 1616 622  664.46  476.09 
 2316 19.5428 17.7607 0.0074 1621 637  872.71  996.04 
 2317 19.6141 17.7335 0.0070 1689 664  421.86  488.46 
 2318 19.2286 17.7407 0.0050 1804 665  171.63  274.93 
 2319 19.4220 17.7306 0.0059 1760 667  361.16 1113.46 
 2320 19.3073 17.7240 0.0053 1786 669  684.18  128.91 
 2321 19.2762 17.7467 0.0067 1723 630  577.69  216.87 
 2323 19.5405 17.7263 0.0059 1761 622  133.25  206.50 
 2324 19.5212 17.7499 0.0069 1642 655  635.74  800.63 
 2325 19.5711 17.7899 0.0065 1722 672 1108.66 1103.68 
 2326 19.4950 17.7798 0.0058 1745 660  425.33  543.66 
 2327 19.5781 17.7654 0.0064 1716 673  980.12  868.00 
 2328 19.4639 17.7385 0.0079 1576 628  725.04  634.03 
 2329 19.2441 17.7459 0.0061 1725 648   95.71  101.78 
 2331 19.8606 17.7779 0.0076 1618 656   53.41  626.13 
 2332 19.3421 17.7414 0.0054 1777 667  454.93  258.41 
 2333 19.2616 17.6638 0.0086 1250 499  726.23  290.00 
 2334 19.4802 17.7696 0.0067 1618 643  522.31  721.51 
 2335 19.2597 17.7574 0.0057 1792 637  250.43  351.53 
 2337 19.3165 17.7716 0.0063 1742 641  497.71  472.44 
 2339 19.6714 17.6814 0.0083 1666 642  533.53 1219.59 
 2340 19.3047 17.7695 0.0054 1795 674 1062.37  566.21 
 2342 19.5836 17.7984 0.0067 1670 660  602.34 1021.40 
 2344 19.6475 17.7736 0.0080 1636 667  465.77  983.70 
 2345 19.3288 17.7347 0.0079 1756 649 1094.00  205.60 
 2346 19.3564 17.7330 0.0057 1765 667  588.95  568.99 
 2347 19.5248 17.7589 0.0067 1697 650 1033.84  489.32 
 2348 19.8285 17.7645 0.0084 1568 651  243.32  869.47 
 2349 19.3233 17.7760 0.0053 1785 666  178.36  437.48 
 2350 19.4365 17.7897 0.0062 1763 669 1056.58  616.25 
 2351 19.2498 17.7719 0.0058 1802 673   55.24  191.10 
 2352 19.3353 17.7613 0.0059 1772 665  502.36  547.38 
 2353 19.2845 17.7659 0.0055 1790 662  611.97  272.25 
 2354 19.4160 17.7780 0.0064 1783 655  900.09   59.06 
 2355 19.4535 17.7743 0.0067 1628 641  607.75  284.20 
 2356 20.0876 17.7795 0.0091 1454 670  865.19  444.40 
 2357 19.2728 17.7820 0.0052 1779 665  734.72  363.80 
 2358 19.5093 17.7642 0.0081 1576 639  531.48  168.03 
 2359 19.4818 17.8008 0.0060 1772 672   76.05  582.46 
 2360 19.4928 17.7835 0.0061 1750 658 1104.22  500.42 
 2361 19.5572 17.7967 0.0074 1673 655  470.53  983.53 
 2363 19.5270 17.7666 0.0063 1727 671 1049.98  950.95 
 2364 19.5844 17.8060 0.0066 1723 665  435.20 1119.93 
 2365 19.2599 17.8168 0.0054 1620 635  280.12   28.05 
 2366 19.3765 17.7771 0.0057 1764 663  935.11  406.58 
 2367 19.5267 17.7721 0.0061 1737 663  468.61  478.81 
 2368 19.3688 17.8025 0.0055 1772 668  324.12  215.53 
 2370 19.3705 17.8090 0.0055 1778 669  403.94  326.06 
 2371 19.5557 17.8095 0.0062 1737 659  644.68  835.56 
 2372 19.6145 17.8259 0.0072 1713 659  478.05 1105.93 
 2375 19.6166 17.8111 0.0061 1688 655  346.17  409.65 
 2376 19.4504 17.8128 0.0062 1754 650  639.58  507.03 
 2377 19.3325 17.8140 0.0052 1778 658  395.94  320.14 
 2378 19.3253 17.7548 0.0072 1689 663  498.69  557.63 
 2379 19.5639 17.7804 0.0071 1747 641  713.74 1141.35 
 2380 19.5611 17.7809 0.0070 1753 609  982.18  376.95 
 2382 19.4235 17.5893 0.0089 1776 676  751.57  976.17 
 2385 19.5025 17.8044 0.0061 1732 674  731.84  442.17 
 2386 19.4078 17.8392 0.0059 1761 664  293.93 1030.29 
 2387 19.5374 17.8143 0.0076 1669 650  514.76  733.34 
 2389 19.2603 17.6946 0.0094  698 256    4.88  601.24 
 2390 19.2631 17.7428 0.0098 1429 627  553.94  483.97 
 2391 19.7372 17.7806 0.0078 1696 663 1029.04 1076.67 
 2392 19.6000 17.8001 0.0070 1719 671  454.00 1008.85 
 2393 19.4886 17.7988 0.0061 1734 664  108.58  184.80 
 2394 19.4981 17.9253 0.0094 1519 631  762.05   26.88 
 2396 19.2827 17.8170 0.0067 1712 650  542.74  218.00 
 2397 19.4552 17.8343 0.0059 1741 668 1129.45  684.48 
 2398 19.3860 17.8229 0.0076 1638 650  859.66  218.04 
 2400 19.4484 17.8176 0.0060 1725 663  666.05 1206.96 
 2401 19.4464 17.8037 0.0060 1768 671 1081.72  471.22 
 2402 19.8645 17.8289 0.0077 1584 671  944.78  929.47 
 2403 19.5980 17.8358 0.0065 1679 656  907.93  875.41 
 2404 19.5245 17.7220 0.0084 1723 659  846.87  699.07 
 2407 19.8263 17.8104 0.0082 1625 670  878.01 1114.95 
 2408 19.4614 17.8349 0.0060 1768 655  717.13  412.38 
 2409 19.7232 17.8202 0.0082 1603 648  416.28  570.25 
 2410 19.3767 17.8192 0.0061 1778 619  424.66  318.32 
 2412 19.5464 17.8113 0.0064 1741 664  867.86  780.91 
 2413 19.3814 17.8261 0.0062 1728 628  552.55  553.25 
 2414 19.4414 17.8410 0.0068 1716 653  246.22  820.62 
 2415 19.5932 17.8529 0.0068 1718 660  256.05  635.48 
 2417 19.2898 17.8261 0.0057 1790 657  447.73  460.68 
 2418 19.3177 17.8430 0.0055 1774 665  234.40  442.51 
 2419 19.5652 17.8172 0.0066 1755 654  995.69  594.00 
 2421 19.4707 17.8557 0.0060 1751 663 1034.22  556.25 
 2422 19.8086 17.8304 0.0074 1633 657  222.36  747.74 
 2423 19.3687 17.8220 0.0056 1775 660  640.13  342.33 
 2424 19.3847 17.8483 0.0057 1783 652  285.06   70.74 
 2425 19.2613 17.8508 0.0053 1791 670  145.63   76.20 
 2426 19.7081 17.8596 0.0075 1689 670  820.02 1061.97 
 2427 19.6941 17.8053 0.0077 1633 653  450.61 1186.63 
 2428 19.3980 17.8260 0.0059 1788 669   48.16  394.32 
 2430 19.4979 17.8467 0.0059 1749 667  975.54  316.22 
 2431 19.5131 17.7981 0.0092 1602 640  476.95  438.50 
 2433 19.7419 17.8326 0.0068 1607 660  790.40   35.77 
 2434 19.2944 17.8630 0.0057 1750 668  537.89   44.75 
 2435 19.5161 17.8613 0.0064 1747 670 1028.24  289.56 
 2436 19.4556 17.8982 0.0058 1751 660  379.41  598.97 
 2437 19.7392 17.8383 0.0070 1619 656  437.39 1214.19 
 2438 19.8414 17.8443 0.0079 1617 661  477.74  980.88 
 2439 19.3564 17.8404 0.0057 1737 644   24.57  594.40 
 2440 19.3042 17.8495 0.0083 1618 631 1095.93  826.20 
 2441 19.3376 17.7757 0.0066 1456 578  169.62   57.16 
 2442 19.3222 17.8092 0.0090 1463 568  435.19  607.28 
 2443 19.5254 17.8584 0.0063 1741 662  827.26  420.88 
 2444 19.4280 17.8443 0.0059 1759 672  945.17   55.23 
 2445 19.5352 17.8337 0.0074 1676 635  491.97  589.92 
 2446 19.6881 17.8537 0.0071 1666 673  611.95  990.29 
 2447 19.5364 17.7953 0.0066 1402 663  396.52  221.38 
 2448 19.9200 17.8555 0.0085 1545 660  604.65 1195.08 
 2449 19.6390 17.8177 0.0071 1691 664  541.97 1147.88 
 2450 19.7431 17.8696 0.0072 1674 659   40.74  837.60 
 2451 19.5942 17.8669 0.0069 1704 660  227.93 1201.75 
 2453 19.4755 17.8750 0.0061 1753 661  595.85  373.22 
 2454 19.7069 17.8352 0.0070 1661 665  781.69 1192.94 
 2455 19.5163 17.8656 0.0061 1752 675  149.77  473.90 
 2457 19.4430 17.8482 0.0055 1751 658  854.83  297.66 
 2458 19.6698 17.8407 0.0074 1748 676  187.67 1010.82 
 2459 19.5516 17.8559 0.0083 1673 663  788.42  876.49 
 2460 19.4116 17.8456 0.0060 1781 660  548.97 1088.86 
 2461 19.5754 17.8717 0.0065 1733 664  940.97  611.60 
 2463 19.7393 17.7979 0.0080 1429 606 1147.90  481.94 
 2464 19.6164 17.8535 0.0067 1723 658  612.15 1058.97 
 2465 19.8452 17.8905 0.0073 1639 656  131.63  577.02 
 2466 19.6456 17.8889 0.0073 1684 662  520.92 1124.79 
 2467 19.4901 17.8533 0.0079 1665 649  458.37  676.58 
 2468 19.5946 17.8574 0.0063 1697 659  682.28  626.92 
 2469 19.5869 17.8924 0.0083 1644 658  940.06  685.82 
 2470 19.2318 17.8766 0.0052 1785 672  242.94  247.81 
 2471 19.4757 17.8792 0.0062 1728 655  444.99  641.75 
 2473 19.5320 17.8983 0.0077 1760 640  267.06 1169.16 
 2474 19.7224 17.8643 0.0068 1664 661  641.58  867.97 
 2475 19.4230 17.8492 0.0059 1778 655  430.16  680.29 
 2476 19.3343 17.8734 0.0055 1760 670  178.95   49.79 
 2477 19.5733 17.7716 0.0100 1731 631  742.24  955.07 
 2478 19.5325 17.8729 0.0060 1744 659  173.44  328.39 
 2479 19.6879 17.9241 0.0076 1675 671  930.31  401.10 
 2480 19.4371 17.9193 0.0061 1753 666  911.23  292.64 
 2481 19.7030 17.9291 0.0071 1667 664  897.45  863.14 
 2482 19.4454 17.9048 0.0060 1764 662  604.12  990.67 
 2484 19.4154 17.8736 0.0066 1637 648  693.15   39.75 
 2485 19.6358 17.8843 0.0071 1721 674  353.65  926.09 
 2487 19.4201 17.8842 0.0061 1784 636  480.28  163.07 
 2488 19.6250 17.8503 0.0067 1696 661  243.18  392.50 
 2490 19.5507 17.8483 0.0075 1667 646  310.26  586.85 
 2492 19.4226 17.8970 0.0059 1718 671  729.24   42.38 
 2493 19.4239 17.8299 0.0061 1758 656  798.75  119.77 
 2494 19.8445 17.8637 0.0091 1400 601  100.23  520.13 
 2495 19.8571 17.9153 0.0086 1547 640   94.88 1239.89 
 2497 19.8135 17.9107 0.0077 1646 663  218.95  936.56 
 2499 19.5297 17.8964 0.0067 1748 675  665.52  484.49 
 2500 19.3556 17.8390 0.0086 1670 631  489.24  594.03 
 2501 19.7912 17.9086 0.0073 1677 667  121.47  372.62 
 2502 19.3883 17.8774 0.0079 1778 667  632.36  186.32 
 2504 19.6020 17.8379 0.0068 1743 670  535.42   61.17 
 2505 19.8671 17.8994 0.0096 1495 659  993.25   60.01 
 2507 19.2551 17.9062 0.0064 1799 665   41.73  171.17 
 2508 19.5936 17.8670 0.0088 1654 657  883.85  843.82 
 2510 19.5173 17.8706 0.0068 1713 655  544.69  645.55 
 2512 19.3067 17.8152 0.0064 1570 626  551.85   23.50 
 2513 19.7097 17.9329 0.0075 1605 638  247.90 1236.21 
 2514 19.2433 17.9555 0.0063 1759 653  122.63 1216.43 
 2515 19.3470 17.8714 0.0085 1557 613   41.86  699.60 
 2516 20.1031 17.8730 0.0095 1433 668  730.46  798.85 
 2517 19.5719 17.8986 0.0070 1712 655 1068.91  919.19 
 2518 19.8146 17.9208 0.0076 1618 657  864.03 1179.66 
 2520 19.5441 17.8956 0.0083 1609 660  329.85  655.13 
 2521 19.5462 17.9129 0.0068 1746 638  968.21  818.42 
 2522 19.4765 17.8966 0.0066 1728 626  351.74  540.50 
 2523 19.7256 17.9004 0.0075 1635 665  687.26  621.91 
 2525 19.4145 17.9569 0.0059 1772 669   52.59  121.98 
 2529 19.5028 17.8980 0.0064 1781 646  321.63  312.12 
 2530 19.5650 17.8961 0.0078 1678 658  483.81 1020.04 
 2532 19.8903 17.9151 0.0084 1632 655  176.08 1129.67 
 2533 19.4596 17.9183 0.0061 1757 667  318.29  810.40 
 2534 19.4268 17.9234 0.0060 1747 656   48.63  352.45 
 2536 19.6160 17.9242 0.0068 1701 669  861.97  787.44 
 2537 19.5046 17.9119 0.0061 1757 673  106.55  438.91 
 2538 19.6184 17.9300 0.0089 1641 648  479.40 1022.46 
 2539 19.7061 17.9210 0.0081 1589 638 1058.00  490.37 
 2540 19.8759 17.9463 0.0080 1607 657  581.33  871.76 
 2541 19.5360 17.9367 0.0063 1766 664  329.51  549.34 
 2542 19.6161 17.9563 0.0069 1695 666  696.65 1047.00 
 2543 19.6105 17.8792 0.0098 1442 638 1085.05  400.00 
 2544 19.3605 17.8790 0.0096 1541 634  209.46   43.20 
 2545 19.6580 17.9010 0.0072 1733 669  897.50  748.46 
 2548 19.6335 17.9224 0.0070 1715 675 1100.66  156.66 
 2549 19.6073 17.9231 0.0075 1570 646  479.94  691.93 
 2550 19.6200 17.9401 0.0070 1664 657  422.26  348.59 
 2551 19.7770 17.9446 0.0078 1645 660  856.91 1078.87 
 2552 19.5205 17.9202 0.0062 1749 660  311.29  575.62 
 2553 19.4842 17.9013 0.0084 1559 633  178.55  170.76 
 2554 19.8366 17.9396 0.0076 1603 670  369.23  878.76 
 2555 19.4911 17.9422 0.0063 1746 664  482.76  545.05 
 2556 19.4913 17.9336 0.0064 1746 664  322.52  757.80 
 2558 19.4818 17.9555 0.0062 1615 642  604.77   29.89 
 2559 19.8419 17.9462 0.0086 1550 661  330.06  514.98 
 2560 19.6541 17.9466 0.0074 1681 664  114.53 1047.30 
 2561 19.2002 17.9282 0.0064 1344 541   12.81  232.60 
 2562 19.8823 17.8800 0.0096 1546 656 1063.42  199.24 
 2563 19.5490 17.9266 0.0065 1715 654  545.31  518.29 
 2565 19.8074 17.9478 0.0088 1606 662  395.61 1203.37 
 2566 19.6536 17.9212 0.0076 1604 651  164.89  217.70 
 2567 19.7838 17.9569 0.0077 1658 670  453.52  983.37 
 2568 19.5614 17.9597 0.0064 1746 654  646.13 1021.59 
 2570 19.6205 17.9918 0.0071 1662 647   41.30 1223.82 
 2571 19.3160 17.9326 0.0076 1568 608  568.56  434.23 
 2572 19.7244 17.9494 0.0079 1691 655  904.36  603.70 
 2573 19.5856 17.9577 0.0070 1721 671  989.45  973.09 
 2574 19.9052 17.9323 0.0088 1593 618  730.90  704.18 
 2575 19.7424 17.9348 0.0074 1667 653  407.14 1048.00 
 2577 19.3831 17.9663 0.0059 1797 667  341.62  110.74 
 2578 19.6486 17.9319 0.0073 1686 670  188.76 1106.28 
 2579 19.8549 17.9079 0.0081 1582 650  734.20 1213.82 
 2582 19.8254 17.9726 0.0089 1496 641  844.20  761.14 
 2583 19.2608 17.9635 0.0057 1716 661   44.84   36.49 
 2584 19.5074 17.9391 0.0067 1742 672 1011.67  698.03 
 2585 19.6716 17.9375 0.0069 1695 670 1020.63  244.60 
 2586 19.5994 17.9445 0.0066 1727 664 1104.80  686.09 
 2587 19.8436 17.9825 0.0080 1612 670   63.03 1065.39 
 2589 19.7218 17.9442 0.0082 1640 635   24.95  772.20 
 2591 19.5579 17.9574 0.0065 1689 652  446.84 1210.01 
 2592 19.7632 17.9128 0.0077 1691 663  795.57  793.00 
 2593 19.6524 17.9755 0.0093 1500 629  456.82  588.17 
 2594 19.5293 17.9796 0.0072 1694 657  437.04  578.49 
 2595 19.5650 17.9111 0.0085 1751 663  465.34  384.26 
 2596 19.6423 17.9658 0.0075 1704 647  617.08  940.52 
 2599 19.4511 17.9215 0.0070 1760 597  828.66  145.54 
 2600 19.6769 17.9487 0.0070 1687 661  542.83   61.98 
 2601 19.6107 17.9367 0.0077 1719 641   72.56  640.32 
 2603 19.7304 17.9788 0.0072 1654 664  479.21  956.95 
 2604 19.6182 17.9781 0.0069 1688 658  512.15  333.67 
 2605 19.5451 17.9360 0.0079 1657 660  515.13  653.26 
 2606 19.6477 17.9504 0.0073 1695 666  569.19 1087.28 
 2607 19.6414 17.9709 0.0070 1669 674  602.32  825.54 
 2608 19.5128 17.9646 0.0061 1744 672  437.02  245.11 
 2610 19.7141 18.0116 0.0070 1702 666  348.90  399.19 
 2611 19.4989 17.9296 0.0073 1712 658  599.36  579.32 
 2612 19.7379 17.9481 0.0077 1657 674  837.26 1031.24 
 2615 19.6492 17.9771 0.0068 1713 672  868.72  660.59 
 2616 19.6460 17.9745 0.0069 1713 669  573.93  898.24 
 2618 19.8420 17.9747 0.0080 1634 663 1030.33  666.47 
 2619 19.7492 18.0016 0.0073 1671 655  573.86  920.56 
 2620 19.5629 17.9607 0.0073 1722 632  291.73  647.01 
 2622 19.6731 17.9892 0.0083 1645 656  313.65  751.76 
 2624 19.6382 18.0053 0.0068 1710 673  366.30  448.37 
 2627 19.7744 17.9932 0.0075 1667 655  949.21  880.86 
 2628 19.5380 17.9695 0.0064 1757 659  488.46  353.73 
 2629 19.6419 17.9827 0.0076 1702 672   81.55  813.80 
 2630 19.6387 17.9783 0.0076 1733 646  718.78 1075.07 
 2631 19.7496 18.0031 0.0077 1638 641   47.70 1218.63 
 2632 19.5530 17.9618 0.0072 1738 634  563.08  306.01 
 2633 19.6854 17.9974 0.0074 1668 660 1052.65  911.23 
 2634 19.7461 18.0093 0.0071 1653 665  872.09  614.47 
 2635 19.7106 18.0116 0.0072 1683 665  403.19   46.56 
 2636 19.6915 17.9088 0.0093 1304 576  398.56  698.47 
 2638 19.6864 18.0146 0.0076 1654 667  477.37  798.22 
 2639 19.6336 17.9878 0.0070 1731 639   75.41  593.02 
 2640 19.7170 17.9985 0.0070 1699 657  648.38  569.34 
 2641 19.7831 17.9725 0.0076 1667 668   87.86  941.10 
 2642 19.5818 17.9967 0.0082 1412 570 1057.97  959.96 
 2643 20.0354 18.0109 0.0090 1493 670  401.13  753.12 
 2644 19.7387 17.9637 0.0071 1694 667  176.72  448.11 
 2645 19.6579 17.9575 0.0097 1527 634  368.81  541.29 
 2646 20.1628 17.9848 0.0098 1414 664   59.70   77.99 
 2648 19.6011 18.0009 0.0071 1719 665  764.42  917.52 
 2651 20.0156 18.0127 0.0093 1496 670  929.53  321.58 
 2652 19.6061 17.9518 0.0089 1341 564  684.31  589.90 
 2656 19.5363 17.9605 0.0072 1443 657  718.57  123.76 
 2657 19.3609 17.9328 0.0071 1545 658  222.84  319.09 
 2659 19.7710 18.0025 0.0079 1552 661 1053.33  245.68 
 2661 19.5832 17.9326 0.0079 1762 670  731.17  211.85 
 2662 19.5373 17.9950 0.0062 1761 669  338.34  424.74 
 2663 19.7547 18.0020 0.0072 1651 671  377.71  586.73 
 2666 19.7116 18.0033 0.0068 1687 668  272.48  552.98 
 2667 19.6767 17.9669 0.0071 1708 675  820.36  256.61 
 2668 19.6216 17.9993 0.0082 1684 636  693.61  859.66 
 2669 19.5943 17.9930 0.0074 1742 672 1049.89  737.57 
 2670 19.7075 18.0874 0.0083 1689 664  668.28  335.93 
 2671 19.9365 18.0079 0.0081 1586 663  851.98  539.75 
 2673 19.6057 18.0057 0.0077 1595 649  679.78  584.76 
 2674 19.6517 18.0080 0.0076 1681 665  241.35  292.35 
 2675 19.7304 17.9521 0.0073 1688 678  580.67 1042.20 
 2676 19.6388 17.9938 0.0067 1704 664  273.21  231.45 
 2677 19.6144 18.0475 0.0069 1686 652  498.77  603.00 
