%
% HIP - numer gwiazdy
% RA - rektascencja
% Dec - deklinacja
% pi - paralaksa
% +/- - b"l"ad paralaksy
% pm_RA*cos(Del) - ruch w"lasny w rektascencji pomno"zony przez cos(Del)
% +/- - b"l"ad powy"zszego
% pm_Dec - ruch w"l"asny w deklinacji
% +/- - b"l"ad powy"zszego
% v_r - pr"edko"s"c radialna
% +/- - b"l"ad powy"zszego
%
% HIP      RA           Dec          pi      +/-  pm_RA*cos(Del) +/-    pm_Dec   +/-     v_r    +/-
%        [h m s]      [g am as]       [marcsec]      [marcsec/yr]       [marcsec/yr]       [km/s]
%
 20850  04 28 04.37  +13 52 04.7    21.29    1.91    106.16    1.57    -17.59    1.18   40.94  0.08 
 20873  04 28 23.34  +14 44 27.7    18.42    1.93    109.72    2.34    -21.27    1.63   40.60  0.30 
 20889  04 28 36.93  +19 10 49.9    21.04    0.82    107.23    1.02    -36.77    0.80   39.37  0.06 
 20899  04 28 48.23  +17 17 07.9    21.09    1.08    105.58    1.19    -30.05    0.92   39.99  0.16 
 20901  04 28 50.10  +13 02 51.5    20.33    0.84    105.17    0.84    -15.08    0.63   39.90  4.10 
 20948  04 29 30.29  +17 51 47.7    21.59    1.09    105.72    1.21    -32.56    0.95   38.62  0.24 
 20949  04 29 30.71  +26 40 18.0    17.08    1.18     81.85    1.36    -49.43    0.99   39.02  0.17 
 20951  04 29 31.54  +17 53 35.7    24.19    1.76    107.00    1.98    -33.31    1.46   40.70  0.06 
 20952  04 29 32.58  +13 53 41.1     7.68    1.27    176.16    1.13    -15.25    0.82   96.30  1.20 
 20978  04 29 57.66  +16 40 22.5    24.71    1.27    105.04    1.30    -28.33    0.91   40.97  0.06 
 21019  04 30 26.60  +20 32 52.3     3.52    1.98     31.78    3.20    -18.60    1.61   47.89  0.26 
 21029  04 30 33.57  +16 11 38.7    22.54    0.77    104.98    0.71    -25.14    0.53   41.00  1.80 
 21036  04 30 37.30  +13 43 28.0    21.84    0.89    108.06    0.87    -19.71    0.67   38.80  1.20 
 21053  04 30 46.74  +16 08 55.5    24.28    0.79     98.20    0.80    -22.75    0.57   40.90  1.30 
 21066  04 30 57.11  +10 45 06.5    22.96    0.99    104.19    1.03    -10.52    0.74   41.35  0.26 
 21092  04 31 11.44  +01 57 28.2    19.64    9.61    170.09   10.87     27.24   10.30    0.00  0.00 
 21099  04 31 15.63  +20 07 59.8    21.81    1.25    102.78    1.62    -41.08    1.11   40.62  0.08 
 21112  04 31 29.29  +13 54 12.7    19.46    1.02     92.60    1.28    -19.96    0.94   40.98  0.31 
 21138  04 31 52.41  +15 29 58.3    15.11    4.75    100.76    4.54    -23.42    3.21   41.28  0.21 
 21152  04 32 04.74  +05 24 36.1    23.13    0.92    114.15    1.12      6.17    0.90   39.80  1.00 
 21194  04 32 39.48  +12 13 00.4     9.42    2.76    -67.09    3.54   -150.20    2.53    0.00  0.00 
 21256  04 33 37.11  +21 09 03.5    24.98    1.95    109.30    2.24    -45.31    1.73   41.39  0.20 
 21261  04 33 41.87  +19 00 50.8    21.06    2.21    102.30    2.52    -34.96    1.81   41.43  0.15 
 21267  04 33 46.58  +13 15 06.9    22.80    0.98    101.77    1.23    -17.93    0.89   36.90  0.90 
 21306  04 34 25.95  +12 44 06.1    12.62    1.96     22.20    2.22   -331.97    1.44  -81.80  6.90 
 21317  04 34 35.25  +15 30 16.9    23.19    1.30    100.66    1.41    -28.04    1.00   40.78  0.16 
 21332  04 34 42.17  +17 44 53.8     9.87    1.02     67.96    1.07    -33.24    0.72    0.00  0.00 
 21353  04 34 53.95  +28 03 52.3     6.81    1.34     42.53    1.36    -64.85    1.08   28.95  0.19 
 21459  04 36 29.07  +23 20 27.5    22.60    0.76    109.97    0.98    -53.86    0.76   43.30  1.20 
 21475  04 36 41.19  +11 54 44.8    18.93    1.75    165.74    1.98    -29.14    1.46    0.00  0.00 
 21588  04 38 09.38  +16 02 00.2    21.96    1.04    113.05    1.32    -40.40    1.04   38.40  1.20 
 21637  04 38 51.23  +23 09 00.4    22.60    0.91    104.30    1.06    -55.25    0.81   39.86  0.29 
 21670  04 39 06.10  +07 52 15.6    19.44    0.86     91.87    1.02     -4.56    0.79   36.30  1.20 
 21683  04 39 16.45  +15 55 04.9    20.51    0.82     82.40    1.10    -19.53    0.87   35.60  2.50 
 21684  04 39 17.49  +11 15 54.8     9.56    1.73     84.37    1.91    -58.80    1.46   30.69  0.20 
 21723  04 39 50.91  +12 43 42.7    23.95    1.63    102.00    2.24    -17.70    1.63   42.50  0.19 
 21741  04 40 05.80  +23 18 16.7    15.96    1.36     74.68    1.44    -38.05    0.98   41.34  0.16 
 21788  04 40 49.03  +23 48 35.1    19.48    1.26     63.12    1.50    -48.26    0.91   35.85  0.05 
